Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
2/5/15,Home,2015-02-05T00:00:00-05:00,2015-02-05T07:11:49-05:00,25909,29.6564969542,-82.3267639009,Home,
2/5/15,Home,2015-02-05T07:16:44-05:00,2015-02-05T12:15:53-05:00,17949,29.6564969542,-82.3267639009,Home,
2/5/15,Place in University of Florida,2015-02-05T12:26:40-05:00,2015-02-05T12:57:47-05:00,1867,29.6401239601,-82.3500331577,,
2/5/15,Place in Gainesville,2015-02-05T12:58:54-05:00,2015-02-05T13:36:39-05:00,2265,29.6375018345,-82.3518371665,,
2/5/15,Place in University of Florida,2015-02-05T13:45:57-05:00,2015-02-05T14:58:12-05:00,4335,29.6461307746,-82.3475759428,,
2/5/15,Place in Gainesville,2015-02-05T15:07:00-05:00,2015-02-05T15:53:12-05:00,2772,29.6375018345,-82.3518371665,,
2/5/15,Place in University of Florida,2015-02-05T16:03:21-05:00,2015-02-05T18:01:12-05:00,7071,29.6411416968,-82.3460602061,,
2/5/15,Place in University of Florida,2015-02-05T18:01:12-05:00,2015-02-05T20:06:26-05:00,7514,29.641591782,-82.3448683504,,
2/5/15,Place in Gainesville,2015-02-05T20:19:10-05:00,2015-02-05T22:05:44-05:00,6394,29.6584308887,-82.3231472242,,
2/5/15,Home,2015-02-05T22:08:17-05:00,2015-02-06T00:00:00-05:00,6703,29.6564969542,-82.3267639009,Home,
