Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
2/8/15,walking,walking,2015-02-08T08:37:55-05:00,2015-02-08T08:38:25-05:00,30,0.009,25,0
2/8/15,walking,walking,2015-02-08T10:22:10-05:00,2015-02-08T10:22:40-05:00,30,0.019,61,0
2/8/15,walking,walking,2015-02-08T10:24:06-05:00,2015-02-08T10:37:51-05:00,825,0.528,1177,0
2/8/15,walking,walking,2015-02-08T10:45:44-05:00,2015-02-08T10:46:44-05:00,60,0.019,51,0
2/8/15,walking,walking,2015-02-08T11:32:38-05:00,2015-02-08T11:34:08-05:00,90,0.028,77,0
2/8/15,walking,walking,2015-02-08T12:07:00-05:00,2015-02-08T12:11:12-05:00,252,0.146,314,0
2/8/15,walking,walking,2015-02-08T13:04:31-05:00,2015-02-08T13:05:01-05:00,30,0.009,15,0
2/8/15,walking,walking,2015-02-08T13:09:56-05:00,2015-02-08T13:32:07-05:00,1331,1.039,2101,0
2/8/15,walking,walking,2015-02-08T13:53:52-05:00,2015-02-08T13:54:22-05:00,30,0.009,25,0
2/8/15,walking,walking,2015-02-08T14:34:24-05:00,2015-02-08T14:34:54-05:00,30,0.009,25,0
2/8/15,walking,walking,2015-02-08T15:00:14-05:00,2015-02-08T15:01:44-05:00,90,0.029,91,0
2/8/15,walking,walking,2015-02-08T17:27:50-05:00,2015-02-08T17:29:20-05:00,90,0.028,81,0
2/8/15,walking,walking,2015-02-08T17:33:21-05:00,2015-02-08T17:42:13-05:00,532,0.288,928,0
2/8/15,walking,walking,2015-02-08T17:42:13-05:00,2015-02-08T17:42:40-05:00,27,0.009,27,0
2/8/15,walking,walking,2015-02-08T17:56:05-05:00,2015-02-08T17:56:26-05:00,21,0.011,36,0
2/8/15,walking,walking,2015-02-08T18:06:29-05:00,2015-02-08T18:21:55-05:00,926,0.593,774,0
2/8/15,walking,walking,2015-02-08T18:21:54-05:00,2015-02-08T18:49:27-05:00,1653,1.136,2437,0
2/8/15,transport,transport,2015-02-08T19:00:45-05:00,2015-02-08T19:02:00-05:00,75,0.363,0,0
2/8/15,walking,walking,2015-02-08T19:02:43-05:00,2015-02-08T19:04:46-05:00,123,0.077,166,0
2/8/15,walking,walking,2015-02-08T20:57:50-05:00,2015-02-08T20:58:20-05:00,30,0.009,30,0
2/8/15,walking,walking,2015-02-08T21:09:47-05:00,2015-02-08T21:11:52-05:00,125,0.058,116,0
2/8/15,walking,walking,2015-02-08T21:29:52-05:00,2015-02-08T21:38:54-05:00,542,0.343,794,0
2/8/15,walking,walking,2015-02-08T21:54:31-05:00,2015-02-08T21:55:01-05:00,30,0.012,41,0
2/8/15,walking,walking,2015-02-08T23:11:01-05:00,2015-02-08T23:12:31-05:00,90,0.045,144,0
