Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
2/18/15,walking,walking,2015-02-18T07:31:00-05:00,2015-02-18T07:33:09-05:00,129,0.080,170,0
2/18/15,walking,walking,2015-02-18T12:46:36-05:00,2015-02-18T12:47:06-05:00,30,0.009,30,0
2/18/15,walking,walking,2015-02-18T18:25:18-05:00,2015-02-18T18:25:48-05:00,30,0.009,25,0
2/18/15,walking,walking,2015-02-18T18:30:57-05:00,2015-02-18T18:43:09-05:00,732,0.460,1165,0
2/18/15,walking,walking,2015-02-18T18:45:02-05:00,2015-02-18T18:46:32-05:00,90,0.032,101,0
2/18/15,walking,walking,2015-02-18T18:56:57-05:00,2015-02-18T19:03:02-05:00,365,0.213,493,0
2/18/15,walking,walking,2015-02-18T19:03:02-05:00,2015-02-18T19:05:05-05:00,123,0.097,208,0
2/18/15,walking,walking,2015-02-18T20:45:30-05:00,2015-02-18T21:10:50-05:00,1520,0.853,1929,0
2/18/15,walking,walking,2015-02-18T21:33:43-05:00,2015-02-18T21:34:13-05:00,30,0.019,61,0
2/18/15,transport,transport,2015-02-18T21:36:23-05:00,2015-02-18T21:39:34-05:00,191,0.562,0,0
2/18/15,walking,walking,2015-02-18T21:40:13-05:00,2015-02-18T21:41:17-05:00,64,0.037,119,0
