Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
2/17/15,walking,walking,2015-02-17T00:18:37-05:00,2015-02-17T00:19:07-05:00,30,0.012,41,0
2/17/15,walking,walking,2015-02-17T05:54:59-05:00,2015-02-17T05:55:29-05:00,30,0.009,30,0
2/17/15,walking,walking,2015-02-17T07:32:45-05:00,2015-02-17T07:34:15-05:00,90,0.035,111,0
2/17/15,walking,walking,2015-02-17T09:01:17-05:00,2015-02-17T09:16:59-05:00,942,0.739,1585,0
2/17/15,cycling,cycling,2015-02-17T09:10:17-05:00,2015-02-17T09:24:02-05:00,825,2.448,0,0
2/17/15,walking,walking,2015-02-17T09:24:21-05:00,2015-02-17T09:26:21-05:00,120,0.072,232,0
2/17/15,walking,walking,2015-02-17T11:37:54-05:00,2015-02-17T11:39:24-05:00,90,0.041,132,0
2/17/15,cycling,cycling,2015-02-17T11:46:46-05:00,2015-02-17T12:07:17-05:00,1231,2.665,0,0
2/17/15,walking,walking,2015-02-17T12:08:22-05:00,2015-02-17T12:10:22-05:00,120,0.047,152,0
2/17/15,walking,walking,2015-02-17T15:23:00-05:00,2015-02-17T15:23:30-05:00,30,0.009,20,0
2/17/15,walking,walking,2015-02-17T16:16:52-05:00,2015-02-17T16:18:29-05:00,97,0.036,116,0
2/17/15,walking,walking,2015-02-17T17:42:30-05:00,2015-02-17T17:43:00-05:00,30,0.009,30,0
2/17/15,walking,walking,2015-02-17T18:01:53-05:00,2015-02-17T18:03:53-05:00,120,0.045,147,0
2/17/15,walking,walking,2015-02-17T19:05:09-05:00,2015-02-17T19:14:02-05:00,533,0.315,676,0
2/17/15,walking,walking,2015-02-17T20:48:38-05:00,2015-02-17T20:49:38-05:00,60,0.032,102,0
2/17/15,walking,walking,2015-02-17T21:39:25-05:00,2015-02-17T21:39:55-05:00,30,0.009,31,0
2/17/15,walking,walking,2015-02-17T22:00:48-05:00,2015-02-17T22:01:18-05:00,30,0.012,41,0
