Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
2/12/15,walking,walking,2015-02-12T05:27:52-05:00,2015-02-12T05:28:14-05:00,22,0.010,33,0
2/12/15,walking,walking,2015-02-12T06:01:21-05:00,2015-02-12T06:01:37-05:00,16,0.005,14,0
2/12/15,walking,walking,2015-02-12T07:20:48-05:00,2015-02-12T07:21:51-05:00,63,0.022,73,0
2/12/15,walking,walking,2015-02-12T08:04:26-05:00,2015-02-12T08:04:44-05:00,18,0.007,22,0
2/12/15,walking,walking,2015-02-12T15:07:53-05:00,2015-02-12T15:11:21-05:00,208,0.122,261,0
2/12/15,walking,walking,2015-02-12T16:03:34-05:00,2015-02-12T16:04:34-05:00,60,0.019,51,0
2/12/15,cycling,cycling,2015-02-12T16:44:41-05:00,2015-02-12T16:54:54-05:00,613,2.522,0,0
2/12/15,walking,walking,2015-02-12T16:54:54-05:00,2015-02-12T16:57:43-05:00,169,0.053,113,0
2/12/15,walking,walking,2015-02-12T17:57:57-05:00,2015-02-12T17:58:27-05:00,30,0.012,40,0
2/12/15,transport,transport,2015-02-12T18:00:22-05:00,2015-02-12T18:02:31-05:00,129,0.603,0,0
2/12/15,walking,walking,2015-02-12T18:02:52-05:00,2015-02-12T18:03:06-05:00,14,0.006,19,0
2/12/15,walking,walking,2015-02-12T19:30:12-05:00,2015-02-12T19:30:34-05:00,22,0.009,27,0
2/12/15,walking,walking,2015-02-12T20:12:45-05:00,2015-02-12T20:13:38-05:00,53,0.021,68,0
2/12/15,cycling,cycling,2015-02-12T20:18:28-05:00,2015-02-12T20:29:21-05:00,653,2.156,0,0
2/12/15,walking,walking,2015-02-12T20:30:33-05:00,2015-02-12T20:31:03-05:00,30,0.016,50,0
2/12/15,walking,walking,2015-02-12T21:09:55-05:00,2015-02-12T21:10:09-05:00,14,0.004,14,0
2/12/15,walking,walking,2015-02-12T22:00:00-05:00,2015-02-12T22:00:06-05:00,6,0.002,7,0
