Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
1/28/15,walking,walking,2015-01-28T05:05:35-05:00,2015-01-28T05:06:22-05:00,47,0.015,34,0
1/28/15,walking,walking,2015-01-28T06:52:20-05:00,2015-01-28T06:52:50-05:00,30,0.009,24,0
1/28/15,walking,walking,2015-01-28T07:26:00-05:00,2015-01-28T07:27:30-05:00,90,0.047,152,0
1/28/15,walking,walking,2015-01-28T08:00:41-05:00,2015-01-28T08:04:10-05:00,209,0.123,264,0
1/28/15,walking,walking,2015-01-28T09:03:22-05:00,2015-01-28T09:07:43-05:00,261,0.148,317,0
1/28/15,walking,walking,2015-01-28T11:31:55-05:00,2015-01-28T11:32:25-05:00,30,0.009,15,0
1/28/15,walking,walking,2015-01-28T15:47:44-05:00,2015-01-28T15:48:14-05:00,30,0.012,40,0
1/28/15,walking,walking,2015-01-28T17:47:48-05:00,2015-01-28T17:48:18-05:00,30,0.012,41,0
1/28/15,walking,walking,2015-01-28T18:44:39-05:00,2015-01-28T18:45:09-05:00,30,0.009,30,0
1/28/15,walking,walking,2015-01-28T19:30:23-05:00,2015-01-28T20:10:48-05:00,2425,1.260,2703,0
1/28/15,walking,walking,2015-01-28T19:33:30-05:00,2015-01-28T19:38:14-05:00,284,0.319,479,0
1/28/15,walking,walking,2015-01-28T19:43:09-05:00,2015-01-28T19:43:39-05:00,30,0.012,41,0
1/28/15,walking,walking,2015-01-28T21:16:16-05:00,2015-01-28T21:17:05-05:00,49,0.019,61,0
1/28/15,walking,walking,2015-01-28T22:05:52-05:00,2015-01-28T22:06:22-05:00,30,0.009,30,0
1/28/15,walking,walking,2015-01-28T22:16:11-05:00,2015-01-28T22:24:43-05:00,512,0.350,742,0
1/28/15,walking,walking,2015-01-28T22:25:21-05:00,2015-01-28T22:25:51-05:00,30,0.009,20,0
