Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
2/4/15,running,running,2015-02-04T05:12:21-05:00,2015-02-04T05:17:01-05:00,280,0.428,714,0
2/4/15,walking,walking,2015-02-04T07:16:28-05:00,2015-02-04T07:18:58-05:00,150,0.083,177,0
2/4/15,walking,walking,2015-02-04T08:00:16-05:00,2015-02-04T08:02:49-05:00,153,0.090,194,0
2/4/15,cycling,cycling,2015-02-04T08:13:14-05:00,2015-02-04T08:22:04-05:00,530,2.148,0,0
2/4/15,walking,walking,2015-02-04T08:23:50-05:00,2015-02-04T08:29:15-05:00,325,0.261,560,0
2/4/15,walking,walking,2015-02-04T09:51:15-05:00,2015-02-04T09:51:45-05:00,30,0.019,61,0
2/4/15,walking,walking,2015-02-04T11:00:22-05:00,2015-02-04T11:03:51-05:00,209,0.143,307,0
2/4/15,cycling,cycling,2015-02-04T11:46:23-05:00,2015-02-04T11:59:03-05:00,760,2.258,0,0
2/4/15,walking,walking,2015-02-04T11:59:27-05:00,2015-02-04T11:59:57-05:00,30,0.019,61,0
2/4/15,walking,walking,2015-02-04T12:00:26-05:00,2015-02-04T12:02:56-05:00,150,0.089,192,0
2/4/15,walking,walking,2015-02-04T15:21:57-05:00,2015-02-04T15:23:35-05:00,98,0.030,81,0
2/4/15,walking,walking,2015-02-04T16:54:24-05:00,2015-02-04T16:54:54-05:00,30,0.019,60,0
2/4/15,walking,walking,2015-02-04T17:31:31-05:00,2015-02-04T17:32:01-05:00,30,0.009,30,0
2/4/15,walking,walking,2015-02-04T20:20:52-05:00,2015-02-04T20:21:52-05:00,60,0.019,55,0
2/4/15,walking,walking,2015-02-04T21:11:41-05:00,2015-02-04T21:13:11-05:00,90,0.039,126,0
2/4/15,walking,walking,2015-02-04T22:26:51-05:00,2015-02-04T22:29:21-05:00,150,0.073,156,0
