Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
1/29/15,walking,walking,2015-01-29T07:19:42-05:00,2015-01-29T07:22:48-05:00,186,0.093,200,0
1/29/15,walking,walking,2015-01-29T12:53:05-05:00,2015-01-29T13:10:43-05:00,1058,0.502,1076,0
1/29/15,cycling,cycling,2015-01-29T12:53:33-05:00,2015-01-29T13:07:05-05:00,812,2.314,0,0
1/29/15,walking,walking,2015-01-29T13:07:46-05:00,2015-01-29T13:12:16-05:00,270,0.203,437,0
1/29/15,cycling,cycling,2015-01-29T13:58:54-05:00,2015-01-29T14:01:25-05:00,151,0.425,0,0
1/29/15,cycling,cycling,2015-01-29T14:03:49-05:00,2015-01-29T14:09:23-05:00,334,0.906,0,0
1/29/15,walking,walking,2015-01-29T14:23:54-05:00,2015-01-29T14:24:24-05:00,30,0.016,51,0
1/29/15,walking,walking,2015-01-29T15:04:34-05:00,2015-01-29T15:06:34-05:00,120,0.041,131,0
1/29/15,walking,walking,2015-01-29T16:01:02-05:00,2015-01-29T16:03:02-05:00,120,0.050,162,0
1/29/15,transport,transport,2015-01-29T16:06:07-05:00,2015-01-29T16:09:25-05:00,198,0.495,0,0
1/29/15,walking,walking,2015-01-29T16:09:26-05:00,2015-01-29T16:12:04-05:00,158,0.070,224,0
1/29/15,walking,walking,2015-01-29T17:48:51-05:00,2015-01-29T17:50:43-05:00,112,0.043,140,0
1/29/15,walking,walking,2015-01-29T18:27:50-05:00,2015-01-29T18:28:50-05:00,60,0.024,76,0
1/29/15,walking,walking,2015-01-29T19:48:59-05:00,2015-01-29T19:49:29-05:00,30,0.019,61,0
1/29/15,walking,walking,2015-01-29T20:14:11-05:00,2015-01-29T20:23:08-05:00,537,0.418,897,0
1/29/15,cycling,cycling,2015-01-29T20:20:33-05:00,2015-01-29T20:32:36-05:00,723,2.192,0,0
1/29/15,walking,walking,2015-01-29T20:33:26-05:00,2015-01-29T20:33:56-05:00,30,0.009,30,0
1/29/15,walking,walking,2015-01-29T21:29:16-05:00,2015-01-29T21:30:46-05:00,90,0.028,86,0
