Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
2/7/15,walking,walking,2015-02-07T05:59:56-05:00,2015-02-07T06:00:56-05:00,60,0.019,46,0
2/7/15,walking,walking,2015-02-07T08:36:33-05:00,2015-02-07T08:37:33-05:00,60,0.024,76,0
2/7/15,cycling,cycling,2015-02-07T08:39:18-05:00,2015-02-07T08:49:40-05:00,622,2.219,0,0
2/7/15,walking,walking,2015-02-07T08:51:15-05:00,2015-02-07T08:56:45-05:00,330,0.269,577,0
2/7/15,walking,walking,2015-02-07T08:59:16-05:00,2015-02-07T09:02:56-05:00,220,0.131,293,0
2/7/15,walking,walking,2015-02-07T09:04:45-05:00,2015-02-07T09:05:15-05:00,30,0.009,30,0
2/7/15,walking,walking,2015-02-07T10:16:20-05:00,2015-02-07T10:17:51-05:00,91,0.045,145,0
2/7/15,walking,walking,2015-02-07T11:12:38-05:00,2015-02-07T11:13:38-05:00,60,0.025,81,0
2/7/15,walking,walking,2015-02-07T12:01:14-05:00,2015-02-07T12:06:22-05:00,308,0.153,329,0
2/7/15,walking,walking,2015-02-07T12:08:18-05:00,2015-02-07T12:20:38-05:00,740,0.593,1173,0
2/7/15,walking,walking,2015-02-07T12:28:24-05:00,2015-02-07T12:36:49-05:00,505,0.272,583,0
2/7/15,walking,walking,2015-02-07T13:03:27-05:00,2015-02-07T13:04:45-05:00,78,0.033,106,0
2/7/15,walking,walking,2015-02-07T13:03:45-05:00,2015-02-07T13:04:23-05:00,38,0.020,64,0
2/7/15,walking,walking,2015-02-07T13:21:07-05:00,2015-02-07T13:23:45-05:00,158,0.073,138,0
2/7/15,walking,walking,2015-02-07T13:26:56-05:00,2015-02-07T13:31:16-05:00,260,0.142,253,0
2/7/15,walking,walking,2015-02-07T14:23:02-05:00,2015-02-07T14:24:02-05:00,60,0.029,91,0
2/7/15,walking,walking,2015-02-07T14:27:06-05:00,2015-02-07T14:31:45-05:00,279,0.178,398,0
2/7/15,cycling,cycling,2015-02-07T14:34:02-05:00,2015-02-07T14:50:11-05:00,969,1.912,0,0
2/7/15,cycling,cycling,2015-02-07T14:54:58-05:00,2015-02-07T14:58:07-05:00,189,0.431,0,0
2/7/15,walking,walking,2015-02-07T14:58:31-05:00,2015-02-07T14:59:01-05:00,30,0.009,25,0
2/7/15,walking,walking,2015-02-07T15:00:35-05:00,2015-02-07T15:01:05-05:00,30,0.016,50,0
2/7/15,walking,walking,2015-02-07T15:20:06-05:00,2015-02-07T15:29:48-05:00,582,0.344,951,0
2/7/15,walking,walking,2015-02-07T15:34:11-05:00,2015-02-07T15:41:46-05:00,455,0.262,563,0
2/7/15,walking,walking,2015-02-07T18:28:29-05:00,2015-02-07T18:34:45-05:00,376,0.199,428,0
2/7/15,walking,walking,2015-02-07T18:54:44-05:00,2015-02-07T19:03:56-05:00,552,0.339,674,0
2/7/15,walking,walking,2015-02-07T19:05:20-05:00,2015-02-07T19:06:50-05:00,90,0.036,117,0
2/7/15,walking,walking,2015-02-07T21:43:01-05:00,2015-02-07T21:44:01-05:00,60,0.025,81,0
