Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
2/6/15,walking,walking,2015-02-06T05:09:41-05:00,2015-02-06T05:18:36-05:00,535,0.489,1049,0
2/6/15,running,running,2015-02-06T05:16:57-05:00,2015-02-06T05:20:22-05:00,205,0.393,425,0
2/6/15,walking,walking,2015-02-06T05:20:22-05:00,2015-02-06T05:21:14-05:00,52,0.016,46,0
2/6/15,walking,walking,2015-02-06T08:51:08-05:00,2015-02-06T08:52:08-05:00,60,0.022,71,0
2/6/15,walking,walking,2015-02-06T09:02:48-05:00,2015-02-06T09:03:48-05:00,60,0.029,91,0
2/6/15,walking,walking,2015-02-06T09:10:54-05:00,2015-02-06T09:25:04-05:00,850,0.741,1339,0
2/6/15,walking,walking,2015-02-06T09:26:49-05:00,2015-02-06T09:27:48-05:00,59,0.034,109,0
2/6/15,walking,walking,2015-02-06T10:50:45-05:00,2015-02-06T10:51:15-05:00,30,0.012,41,0
2/6/15,walking,walking,2015-02-06T11:50:35-05:00,2015-02-06T12:05:04-05:00,869,0.700,1275,0
2/6/15,walking,walking,2015-02-06T12:05:33-05:00,2015-02-06T12:06:03-05:00,30,0.009,31,0
2/6/15,walking,walking,2015-02-06T17:19:43-05:00,2015-02-06T17:20:13-05:00,30,0.012,40,0
2/6/15,walking,walking,2015-02-06T20:02:35-05:00,2015-02-06T20:03:35-05:00,60,0.029,91,0
2/6/15,walking,walking,2015-02-06T20:05:03-05:00,2015-02-06T20:23:05-05:00,1082,0.844,1737,0
2/6/15,walking,walking,2015-02-06T21:14:13-05:00,2015-02-06T21:14:43-05:00,30,0.022,70,0
2/6/15,walking,walking,2015-02-06T21:18:05-05:00,2015-02-06T21:37:19-05:00,1154,0.879,1920,0
2/6/15,walking,walking,2015-02-06T21:47:39-05:00,2015-02-06T21:48:39-05:00,60,0.022,71,0
2/6/15,walking,walking,2015-02-06T23:03:26-05:00,2015-02-06T23:11:24-05:00,478,0.279,818,0
2/6/15,walking,walking,2015-02-06T23:11:24-05:00,2015-02-06T23:12:26-05:00,62,0.019,63,0
