Date,Type,Name,Start,End,Duration
2/14/15,place,Home,2015-02-14T00:00:00-05:00,2015-02-14T07:34:30-05:00,27270
2/14/15,move,cycling,2015-02-14T07:34:30-05:00,2015-02-14T07:37:14-05:00,164
2/14/15,place,Place in Gainesville,2015-02-14T07:37:14-05:00,2015-02-14T07:54:23-05:00,1029
2/14/15,move,cycling,2015-02-14T07:54:23-05:00,2015-02-14T07:57:32-05:00,189
2/14/15,place,Home,2015-02-14T07:57:33-05:00,2015-02-14T16:13:41-05:00,29768
2/14/15,move,walking,2015-02-14T16:13:41-05:00,2015-02-14T16:27:19-05:00,818
2/14/15,place,Place in Gainesville,2015-02-14T16:27:19-05:00,2015-02-14T16:50:57-05:00,1418
2/14/15,move,walking,2015-02-14T16:50:57-05:00,2015-02-14T17:01:47-05:00,650
2/14/15,place,Place in Gainesville,2015-02-14T17:01:47-05:00,2015-02-14T17:38:32-05:00,2205
2/14/15,move,walking,2015-02-14T17:38:32-05:00,2015-02-14T17:44:05-05:00,333
2/14/15,place,Place in Gainesville,2015-02-14T17:44:05-05:00,2015-02-14T18:02:45-05:00,1120
2/14/15,move,walking,2015-02-14T18:02:45-05:00,2015-02-14T18:08:30-05:00,345
2/14/15,place,Home,2015-02-14T18:08:29-05:00,2015-02-15T00:00:00-05:00,21091
