Date,Type,Name,Start,End,Duration
1/31/15,place,Place in Gainesville,2015-01-31T00:00:00-05:00,2015-01-31T15:13:35-05:00,54815
1/31/15,move,walking,2015-01-31T15:13:35-05:00,2015-01-31T15:19:12-05:00,337
1/31/15,place,Place in Gainesville,2015-01-31T15:19:13-05:00,2015-01-31T15:49:39-05:00,1826
1/31/15,move,walking,2015-01-31T15:49:39-05:00,2015-01-31T15:54:24-05:00,285
1/31/15,place,Place in Gainesville,2015-01-31T15:54:23-05:00,2015-01-31T16:01:11-05:00,408
1/31/15,move,walking,2015-01-31T16:01:11-05:00,2015-01-31T16:07:57-05:00,406
1/31/15,place,Place in Gainesville,2015-01-31T16:07:57-05:00,2015-01-31T18:14:57-05:00,7620
1/31/15,move,walking,2015-01-31T18:14:57-05:00,2015-01-31T18:24:12-05:00,555
1/31/15,place,Place in Gainesville,2015-01-31T18:24:11-05:00,2015-01-31T19:41:37-05:00,4646
1/31/15,move,transport,2015-01-31T19:41:37-05:00,2015-01-31T19:44:47-05:00,190
1/31/15,place,Place in Gainesville,2015-01-31T19:44:47-05:00,2015-01-31T19:55:42-05:00,655
1/31/15,move,transport,2015-01-31T19:55:42-05:00,2015-01-31T19:57:24-05:00,102
1/31/15,place,Place in Gainesville,2015-01-31T19:57:25-05:00,2015-02-01T00:00:00-05:00,14555
